timestamp,​0x33D73575962C84084aBd1016dE0CB5bF448D2c66,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x923c1F3D7192D393fB819C3a3239A588590Ca8Ca,​0xF4aDb9BA51Fde3EaeE89Ce9A60E99992611849fD,​0xEC11362CeC810985d0EBbd7b73451444985b369F,​0x088873F2bf4490E7676536C261D96f47c78df56b,​0x51940F5F8eB0bf150eDD0Bc00067d8DAbDB16BD6,​0x622961e7F76b5E573df44AFdeB712749BbeE398D,​0x4c39ADA0340c1Eb3CeE343F44819323dD29081A9,​0x6ddCE2651c2a073b808a475ac58Cd72AAec43BfE,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x0EeE7bcE7D0A676794fb8186AF5DBe7b6713806a,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0x29Ad357658f3D5B9dD24a95723910bfe06125085,​0x4a243aacbf35be0F4E9fbF254D25E4a01847B99D,​0x79Ba04ABAF8714de7808393DBbbEb91a174B63ca,​0x778FDaf34BB5993D69968f541152451241Fab7e3,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0x8284048672d74d8165f7E38C5c0E6F8fDE18c98c,​0x28D53d87C80c582BE910feba1D655D79563c028D,​0xa3C3Bd7FBe62fD6443e1B95676F06f6F03e9922F,​0x5B5dCc58786A3fED3441B073864379BB4aF51190,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x4090B585C6Ba6f8d8CBd76Aa805f28069c732ca3,​0x672e72fCdB98528B79c2CEDf24902eaB6D6dDF96,​0x860c20e9Ce9F29eE58b65C304e624758FA9E676F,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0xdf22Ac5D9fEd8d8E67f7D0E0C255D772AEd55191,​0xB944d13b2f4047fc7bd3F7013bcf01b115fb260d,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0xF117f10280E496ddb35DCF74c42D71fcB1c59a99,​0x97deC872013f6B5fB443861090ad931542878126,​0x686d0B9D00cE38533F6Fb009CaB058757f37A904,​0xbbA31530Cd8e112be845da468B72fbbFE739387A,​0x409B512e1cf94500877C5353B2a0C13B2d24914F,​0x3efD3391A0601eaA093647F911c653d77C11e3Fd,​0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,​0xc892A4Dc36ffD6244d29f0cEC1dD222eB92CFB71,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0xF60595B5Bb6fa8135C0Feef89543521FF38Ba83E,​0x107B8C8a12f24f6bfec6aB480B4C843291e1575e,​0x370Ceca4fC1287ED99924bbA76259F6C771A6022,​0xFC63f8981873E4094CCdB0B6D4c73bC7B42F80aC,​0xA540fb50288cc31639305B1675c70763C334953b,​0x5b295AA92ddD008D4042773E8DF91A9F848ebC58,​0x00923B9a074762B93650716333B3E1473A15048e,​0xc640caba272414689b21EbCd60d97b912359504D,​0xdDA1c54BE95E1D58dfa24d8683771177f2bC6B00,​0xe6a608633Dbd4B1177a0613C832E3611D3Ddeba8,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0xBb672990FeE1d3BC51c81aCf6dCFF041a948d2D9,​0x459E5d770eB17498e3608Ea9B2a667B235700C9b,​0x8c7AD1C843edD4b24d3B66259Ee50B75D22d7612,​0xFAF95953A36eD1e8f8426Ab5B7EB53dA246e3476,​0x82da82DBe384736e4Dd95615D8036Cc472773F5A,​0x0E1F2213caDa851aa674d2c1EB9E6f58E738B71D,​0xb80C9b1b4F894F9669796A0605A9DAA0E80E6912,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x8e5272Cec02272e232C4C8bDd1d64D3a4AA532e5,​0x46329b5fC9F1bda1B0faBBD285CA109eDF5946af,​0xBC3A12B9c9dB119cd0930EB2eB033e182141f43e,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0x7D1FFDD9D2de75756fD5cD16EB4e9d1bBbB2bbde,​0x10242BB4DB2F31D01BFda7F629DaEbA2F2C7B9d6,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xFCD60805f46081d1dA05B8b48AeAEE2bf1855f6A,​0x2C9278B2780F5D32c06498BFF9d161C9b4173Cab,​0x78EE0339738FDCab5530D839F4CF2800dE98deb4,​0x2233b56797e2B8C912d492044146FDb77238A374,​0x648c9ef315eFffDD89B057f963547DdBCD499166,​0xb92dE8B30584392Af27726D5ce04Ef3c4e5c9924,​0x80658039F72E9Bc2CAFC9F30D378e1D5B42D2073,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x785CfC135cd5E26f55a791D177C3cbDFB16F9fEA,​0x150B8E09CCec1E070B242B5746e4917cb118D0Db,​0xE12625df12Eb02AB24e23fFBa6B88D5dA5Af01AD,​0xe9Cf7887b93150D4F2Da7dFc6D502B216438F244,​0xeB3741E045d91B6cBe9a3758D2e6E9C85bCc1D19,​0xa919efc72756222c072A1594eFDBa8178AA360D8,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0xA698cAdE532Bf7491F0F887284f8E10E2De97198,​0x2d9E7f7887BB496592430ef62400dd9007925b88,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0xb86b528b0A68DEA9Aabe01F1f6FbfAE32517C4a9,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0xA54da2581dd4828e4Aa00638Aab835119500A284,​0xB1CF271DC69F77E5a31bB809ea6c0c94f42b62c2,​0xF39d30Fa570db7940e5b3A3e42694665A1449E4B,​0x3F86f18322a888d9b3adef38f127c941bCcc014D,​0x77b175d193a19378031F4a81393FC0CBD5cF4079,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,Other
1571171084000,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571239896000,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,0.25,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08
1571307873000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1571376291000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
1571444011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571512073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571579975000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1571648150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571716619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571783991000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10
1571851268000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571920923000,,,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572060724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572198558000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1572337649000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1572406531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572476793000,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572546064000,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,0.50,,,,,,1.29,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
1572615810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572684939000,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572754262000,,,,,,,,,,,,5.99,0.74,,,,,,,,,,,,,,,,4.25,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,7.67,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572822749000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39
1572893104000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
1572962724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30
1573031855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71
1573171451000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,
1573240765000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573382543000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573455245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573527153000,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573598526000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47
1573670409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16
1573742983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40
1573814675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1573886613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,
1574175364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,
1574248216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,1.17,,,,,,,,,,0.63,,,,,,,,,,,0.38,,,,,,0.13
1574319702000,,,,,,,,,,,,0.73,,,,,,,,,,,0.62,,,,,,,,,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,0.95,,,,,,,,,,0.99,,,,,,,,,,,0.72,,,,,,
1574390894000,,,,,,,,,,,,5.00,,,2.56,,,,,,,,0.64,2.00,,,,,,,,1.80,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,,0.76,1.78,,,,,,,,,,4.28,,,,,,,,,,,0.51,,,,,4.93,0.07
1574463158000,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574534614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,0.39,,,,,,,,,0.70,,,0.50,,1.23,0.07
1574606767000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40
1574677937000,,,,,,1.00,,,,,,0.78,,,2.00,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,0.76,,0.72,0.36,,,,,,1.94,,0.67,,1.06,,,,,,,,,,,0.34,,,,,,1.45
1574753753000,,,,,,,,,,,,1.43,,,15.30,,,,,,,,3.02,,,,,,,,10.20,2.20,,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,,,16.03,,,8.62,,,,,,3.09,,0.69,,3.43,,,,,,,,,,,,,,,,,7.81
1574829912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,0.50,,,,0.76,,,0.53,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,0.10
1574906610000,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,
1574982967000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,1.71,,,,,,,,,,0.87,,,,,,,,,,,0.85,,,,,,1.74
1575059347000,,,,,,1.54,,,1.50,,,8.57,,,9.02,,,,,,,,,,,,,,,,,0.35,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,,6.87,,,4.95,,,,,,,,1.92,,,,,,,,,,,,,0.47,,,,,2.35,6.07
1575136068000,,,,,,,,,,,,1.21,,,,,,5.09,,,,,1.72,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,3.53,,,,,,,,,3.82,,,,7.98,,,7.16,,,,5.99,,,,1.86,,,,16.78,,,,,,,,,0.96,,,,,,6.10
1575212493000,,,,,,,,,,,,,,,2.50,,,3.05,,,,,0.95,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,,0.34,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,3.00
1575288653000,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,1.27,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66
1575366165000,,,,,,,,,,,,,,,5.00,3.01,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,,,0.88,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,1.33
1575442393000,,,,,,,,,,,,,,,,1.22,,2.05,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,,,4.04,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4.99
1575519604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,0.51,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30
1575596839000,,,,,,,,,,,,,,,,2.08,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,,,,1.34,,,,,,,,,,,,,,,,1.00,,,
1575673602000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,
1575749392000,,,,,,,,,,,,,,,,,,4.07,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,1.02,,,0.44,,,,,,,,2.70,,,,,6.01,,,,,,,,,,,,,0.26,0.07
1575826602000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,1.67,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,1.91
1575903384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575979374000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,0.50,,,0.36,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,0.16
1576056123000,,,,,,2.00,,,,,,,,,4.00,,,,,,,,1.44,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,,,,2.25,,,4.12,,,,,,,,0.93,,0.89,,,,,,5.15,,,,,0.43,,,,,3.35,3.54
1576132843000,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,0.64,,,,,,,,,,,,,,,,10.84,,,,,,,,,,3.00,
1576208669000,,,,,9.49,,,,,,,,,,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,3.50,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
1576288118000,87.25,4.79,,,200.68,,0.03,,,,,9.03,25.90,,132.60,,,6.00,,,,,23.58,,,,,,,,,13.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95,,,,42.75,,,50.14,,,,,,,,14.15,,,,,,,,,,,,,1.71,,,,,47.40,0.20
1576372313000,130.17,3.07,,,,,,,,,,1.31,18.20,,53.27,,,,,,,,8.74,,,,,,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75,,,,26.90,,,22.48,,,,3.00,,,,,,0.99,,,,,,,,,,,1.02,,,,,33.06,3.69
1576456679000,378.57,0.83,,,,,,,,,,,45.50,,158.52,,,,,,,,25.85,,0.01,,,,,,,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.50,,,,66.13,,,64.11,,,,,,,,,,0.89,,,,,,,,,,,3.37,,,,,112.94,2.61
1576541361000,46.95,,,,,,,,,,,,11.90,,22.50,,,,,,,,1.95,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,4.03,,,7.89,,,,,,,,,,,,,,,,,0.50,,,,1.13,,,,,3.00,2.18
1576627001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,1.46,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,2.03
1576713534000,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,0.82,,,,,,,,,6.17,
1576799699000,,,,,,,1.10,,,,,,,,2.00,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,0.13
1576886273000,,,,,,,5.07,,,,,,,,2.00,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,1.00,
1576971438000,,,,,,,2.47,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,0.42,,,,,0.70,
1577057861000,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577143907000,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66
1577229621000,,,,,,,2.58,,,,,,,,,,,,,,,,,0.42,,,,,,,,5.92,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,1.29,,,1.71,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,1.48
1577315631000,,,,,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,3.92
1577402327000,,,,,,,1.19,,,,,,,,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.07,0.52
1577488582000,,,,,,,,,,,,3.00,,,39.50,,,3.05,,,,,,,,,,,,,,1.29,,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,0.51,,,,1.50,,,1.13,,,,,,,,,,,,,,,,,3.00,,,,0.46,,,,,29.98,
1577573599000,,,,,,,,,,,,3.06,,,,,,,,,,,,3.09,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
1577659927000,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,1.71
1577746179000,,,,,,,,,,,,,,,9.50,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.40,
1577832303000,,,,,,,,,,19.53,,,,,16.50,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76,,,,,,,,,,1.42,,,,,,,,,,,,,,,,3.88,3.34
1577918935000,,,,,,,,,,,,,,,,,,,,,,,,14.21,22.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,2.00,,,,0.39,,,,,,11.00
1577997589000,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,
1578063677000,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,0.25
1578129566000,,,,,,2.03,,,,,,,,,7.00,,,,,,,,,,,,,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,
1578195701000,,,,,,,,,,,,,,,5.50,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49
1578261907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,
1578327837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,0.78
1578393679000,,0.94,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,3.07,3.00,,,,,,,2.00,2.91
1578459841000,,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,,0.50
1578526345000,,1.39,,,,,,,,,,,,,7.50,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,0.35,,,,,12.62,0.27
1578592894000,,,,,,,,,,,,,,,6.50,,,1.00,,,,,,,,,,,,,,0.25,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,1.06
1578658814000,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,3.28,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,1.58
1578790822000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43
