timestamp,​0x8c863333c2E92f02e01F7A3c6d131E4d59f78990,​0x5D05EA343C7a13cee09b14e56FCBe985c25521b7,​0x7C5F6fFaD368dBf1a83E6D66b5aCE792fac2E7C0,​0x57aEda024fdbC8e1CE19cB9a628CA39747e3661f,​0x872Fa1C66A7C773A10d78d4D53F79ddEBD27164A,​0x10694504f41F14e51D381Ca28C7053BF68d3C6b1,​0x00000000B1786c9698C160D78232c78d6f6474Fe,​0xE9E61f46007eCA6C175B9C2dF78ad4CfD1F5BeDf,​0x31E085Afd48a1d6e51Cc193153d625e8f0514C7F,​0x2E642b8D59B45a1D8c5aEf716A84FF44ea665914,​0x054C050C3930A9712066C0c43BCde53498d6670E,​0xDa65D14Fb04Ce371b435674829BEDE656693Eb48,​0xbBA9d567cDA89d35e4e69d7ce9Ea0EbaCF2C1B29,​0x238e24C06313fC8176BC6C49a0EBE86c2b0aabb6,​0x9799b475dEc92Bd99bbdD943013325C36157f383,​0x6a0c50788E462f322959A2458687096994d66316,​0x991C3EE26aC87c46db4C28Fe174D860A7cE39ABA,​0x0aa70981311D60a9521C99cecFDD68C3E5a83B83,​0x833eC6833b85b1C571BcfF617cB30Bf481E36426,​0xE7d0aE1823582E5e6c3a0F9Bb0526d380b16edF4,​0x000000001e29fcd9B1469a7954DC65ff254FFfC0,​0x7F7c311Ad65e56eeDe7238258F5847133A06eBeA,​0x2c9Bd9Db61eCCF16eD766b598bC5e0706c992296,​0x54A4a1167B004b004520c605E3f01906f683413d,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0xE2A65f52a18E848F9E2E86cbDeA43469c7462744,​0xE4a8dfcA175cDcA4Ae370f5b7aaff24bD1C9C8eF,​0x64B44F7a5aFBB04029edb5c2D4b5A9A4E4A09553,​0x8B8E052B88b37825F7ca69631462Ff012A48F394,​0xA8dDD5D64E97B0ce811645f2FA53f4633D1Ced7d,​0x5d1Bdba78991dc42Ed31197a0E00675C2Eba5bE4,​0x40ddBf3BdE9c33661C8B4a4E9045eE7Ade9E7102,​0x696969e47154bD13F92206bD710361646D0110c0,​0xBC1845a864aa2A7ba7513BC6837Ff7D66ec191C4,​0x9BA6c9D09dB964771cB4D526188F6AF81e9bCF9e,​0x736C4643c1152B92787874D79a707B2429e90B82,​0x457524ecd5275df362b1A6aB17D92D8ecDb98Abc,​0x97deC872013f6B5fB443861090ad931542878126,​0xA540fb50288cc31639305B1675c70763C334953b,​0xA6Ca2D1cCBc75d71de1354D549644271Ef7122ED,​0x6c2d992b7739DFB363a473Cc4F28998b7f1f6dE2,​0x5516419BD24235d0E63bAfE568D0089977f94Ee5,​0x5D154c145Db2ca90B8aB5e8Fe3E716AfA4AB7Ff0,​0xaeebe2d33FbDf50684161d1C1Ed29A42aC915841,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xa57Bd00134B2850B2a1c55860c9e9ea100fDd6CF,​0x5719F49B720DA68856F4b9e708F25645bDBc4B41,​0x0849F0EB50A758DC837E9013B3C18610e9530089,​0x0f780De58182BFbfE1CdC4c80e94d178eF2A3d2b,​0x00000000000080C886232E9b7EBBFb942B5987AA,​0x270da1363867708160d7fDbD5b3E1a9645505fb2,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0xE8Daf72958A50f02cb683096bD00d3F1981BF6De,​0x107B8C8a12f24f6bfec6aB480B4C843291e1575e,​0x785CfC135cd5E26f55a791D177C3cbDFB16F9fEA,​0x1eb3b6cf9e6f1F7CB0eEAfCea2aBD8016628e45b,​0x22fB3590Ca2b6a876D7fb655FC6e598Abf28d3E1,​0x3f90c5486695Ffd4EB07B700ba050E0Bf416BD8a,​0x094DaeEb1e59E42479449bD81f0c5088A93137Fe,​0x8333331B3FE016653FF0ADB7b37E52f81A6E7382,​0xdfD156c1eC2a123dCb4f6c42a4140b904B0aB43a,​0x23983EA2123D40EB5655dfFf3F3C917C78F214f6,​0x647D4b320c0c54b75B3F2e7E2e7774737d56cE7d,​0x96FE94c07Ee88fC2A4B3E978D875202fD113e654,​0x7Aa29D3158BC446fABD3196f54C01f86321eae32,​0xdf22Ac5D9fEd8d8E67f7D0E0C255D772AEd55191,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x37aCfEf331e6063C8507C2A69c97B4f78c770A5A,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x435ffa6d9c310033CB6322Ff2Bc8957566d06516,​0x2586E4b30c581eE20Af694495DbcF98daEcDe75e,​0x45A2FDfED7F7a2c791fb1bdF6075b83faD821ddE,​0x9550050D102Ff42A2A683A9Fa23B8f3fb2B378c8,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0xaE9D07CBBf284B82ECD6d872379a5B484D30a875,​0x022865cCce84fa9F715207D047D78a05313dC86D,​0xc095976BD18181f28626c5D48372DebD7a8Ce8d4,​0x82da82DBe384736e4Dd95615D8036Cc472773F5A,​0x409B512e1cf94500877C5353B2a0C13B2d24914F,​0xa4BCA645f9cB9e6F9ad8C56D90a65b07C2f4e1Dd,​0x083855E63c4d885b1886c1596ea1C5f1bf819391,​0x38F2cDD0Ea4b38dBed40A36530313A5D89638858,​0x3958B4eC427F8fa24eB60F42821760e88d485f7F,​0xaD7f84324d7E4E042Ac6BCE6F29c2F9b4f536CC6,​0xc1D213bd0DFac06552F75603FcF06fd5d5e19652,​0xA2552b64Bb14ACF36055B74ec846aFE4A4e3A2f8,​0x4D6205cD9de1624898e31655b8dF0a16D180c209,​0x3e2DbDa5F310aADe1503557b2E7f356eaF161641,​0xdf63bE2E473Ba04C26b1609E51d08CF0D78E0913,​0x21E6d0f703CC6f9425b5C5b567E8736676898F11,​0x778FDaf34BB5993D69968f541152451241Fab7e3,​0x1eDE84dF14dB59f700502EcF58d7BD75d41bd223,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x1200563cFAEb481e1f0542A246F0cefcdE4C4753,​0x055Bd667823eC8293c7C26EF967613E931E1EE6f,​0xAe34FFe5BF622684a251A28D8a9b05bC8c850629,​0x8e5272Cec02272e232C4C8bDd1d64D3a4AA532e5,​0x3Eab4037A2E7F4d4d0946C091Fe135838221F2B6,​0xA24d585D7874f7b4EdE30Ac50E072D171F393D35,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0xe4e63f800a366e68e81D2eA40A1722fbf811ad00,​0x00dEe1F836998bcc736022f314dF906588d44808,​0xEF422dBBF46120dE627fFb913C9AFaD44c735618,​0xA2881A90Bf33F03E7a3f803765Cd2ED5c8928dFb,​0x77c17BD4961F4869728396B673e0Be9858b368Bd,​0x4d2f5cFbA55AE412221182D8475bC85799A5644b,​0xa8BF16BE6829d8eB167B62E11517cD01623D7ec6,​0x53bba5c7872BFC4935cb4EEe63c1bA9BfC68212A,​0xE23b713BF714E0EA9A319A54a8c3eB0f6687346E,​0xC151AE135F50AaBE78e0b9D13A90FBb2d648AAbB,​0xce5702E94aD38C061e44a4a049Cc29261F992846,​0x1D2c4Cd9beE9DFe088430b95d274e765151C32db,​0x8804Af8EC3E606b24Ee47acdDD6389040FD41Cad,​0x2C910F9ffA2242D1441c801A97362BAB102414bE,​0x00000000Af5A61acAf76190794E3fdf1289288A1,​0x13032DeB2d37556cf49301f713E9d7e1d1A8b169,​0x91D6E260A5965a3C33D5Bc4bf4ADCF96C449ED2e,​0x2C4Bd064b998838076fa341A83d007FC2FA50957,​0xDb4D6a2926beAe0b35f14fAa06dED905e6AAa488,​0x2e3A5f60a5590959B068587c47e643E18E7F5Cdf,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0xe7F8633b87A54C9267871E7405c6e09FCF771334,​0xA3d67e0e09Bb54Bc93e5CBF92fb50BB10Ed43ddC,​0x57C80DdAE73D9C5662F86db5CA6301F0bC723f5B,Other
1558776750000,,,,,,,,,,,,,,,,,,,,,,,,,,35.65,,,,19.47,,,,,,,,43.25,,,,,172.56,,,10.64,,,,,,,,,,,,,,0.10,,,,62.84,,,11.50,,19.90,,,,3.20,,,,,,56.42,,,,,,,,,,,27.84,18.33,,,,,30.12,,,,,,9.76,5.02,109.10,,,,,,,,,,,8.00,,,25.61,,,,,,,189.98
1558842948000,,,,,,,,,,,,,,,,,,,,,,,,,,66.82,,,,,,,,,,,,25.02,,,15.89,,196.07,,32.05,14.86,,,,,,,,,3.16,,,,,,,,,66.24,,,34.01,,8.00,,,,45.73,,,,,,23.83,,,,,,,,,,,,1.76,,,,,13.76,,,,1.13,,13.22,1.58,60.88,,,,,,,,,,,66.68,,11.93,82.20,,,,,,,167.81
1558910067000,,,,12.97,,,,,,,,,,,,,,,,,,,,,,64.04,,,,,,,,,,,,0.85,,,,45.00,182.23,,,12.87,,,,,,,,,5.05,,,,,0.02,,,,7.06,,,102.69,,19.00,,,,60.04,,,,,,75.34,,,,,,21.22,,,,,,10.25,,,,,33.31,,,,0.22,,23.69,33.98,68.33,,,,,,,,,29.45,,13.97,,,44.69,,,,,,,309.53
1558977860000,,,,,,,,,,,,,,,,,,,,,,,,,,17.56,,,,9.16,,,,,,,,5.37,,,,,139.01,,8.02,16.48,,,,,,,,,1.36,,,,,,,,,43.82,,,45.53,,8.72,,,,9.36,,,,,,62.32,,,,,,18.59,,,,,,14.01,,,,,32.73,,,,14.31,,9.68,49.81,20.42,,,,,,,,,,,5.50,,,50.28,,,,,,,283.45
1559045953000,,,,,,,,,,,,,,,,,,,,,,,,,,80.54,,,,83.54,,,,,,,,35.03,,,,,310.56,,8.02,,,,,,,,,,12.15,,,,,,,,,63.68,,,34.03,,26.90,,,,38.94,,,,,,42.12,,,,,,,,,,,,19.75,,,,,34.36,,,,0.35,,18.23,16.97,9.08,,,,,,,,,,,39.56,,20.53,37.08,,,,,,,213.43
1559112912000,,,,,,,,3.38,,0.00,,,,,,,,,,,,3.67,,,,39.15,,,,,,,,,,,,6.58,,,30.40,,1017.23,,10.04,63.42,,,,,,,,,2.34,,,,,,,,,400.32,,,51.90,,70.17,,,,21.43,,,,,,184.13,,,,,,66.20,,,,,,33.15,,,,,6.27,,,,0.36,,33.78,57.72,18.44,,0.10,,,,,,,,,7.50,,27.71,47.08,,,,,,,231.58
1559179166000,,,,,,,,,,6.59,,,,,,,,,,,,,,,,50.00,,,,36.95,,,,,,,,0.20,,,,,100.36,,,5.06,,,,,,,,,,,,,,,,,,66.71,,,8.50,,32.05,,,,35.39,,,,,,21.83,,,,,,,,,,,37.22,21.30,,,,,7.25,,,,,20.13,6.54,20.25,1.25,,,,,,,,,,,1.20,,22.10,30.44,,,,,,,262.32
1559247339000,,,,94.34,,,,29.73,,2.06,,,,,,,,,,,,2.90,,,,116.52,,,,111.09,,,,,,,,,,,,,308.69,,46.04,63.22,,,,,,,,,7.50,,,,,,,,,132.54,,,64.74,,45.87,,,,32.59,,,,,,167.93,,,,,,34.86,,,,,93.18,86.68,,,,,71.81,,,,4.00,5.00,28.63,36.49,58.41,,1.07,,,,,,,,,1.50,,,154.26,,,,,,,393.28
1559315112000,,,,,,,,,,,,,,,,,4.22,,,,,7.76,,,,208.93,,,,93.90,,,,,,,,4.45,,,,,1252.80,,84.03,89.20,,,,,,,,,1.91,,,,,28.09,,,,251.84,,,207.82,,43.85,,,,51.47,,,,,,176.92,,395.74,,,,138.91,,,10.00,,119.06,178.26,,,,,11.51,,,,,20.02,46.44,25.94,62.73,,0.28,,,,,,,,,155.98,,6.00,1.85,,,,,,,449.56
1559382148000,,,,27.25,,,,,,,,,,,,,12.61,,,,,,,,,79.63,,,,,,,,,,,,9.44,,,,,248.64,,,12.89,,,,,,,,,,,,,,,,,,81.64,,,12.75,,13.22,,,0.08,1.05,,,,,,89.51,,,,,,15.44,,,1.15,,57.38,40.01,,,,,6.98,,,,,,10.22,17.16,14.10,,,,,,,,,,,32.68,,,2.82,,,,,,,339.81
1559449529000,,,,,,,,,,0.36,,,,,,,7.80,,,,,25.93,,,,63.70,,,,,,,,,,,,5.99,,,,,231.05,,,10.65,,,,,,,,,,,,,,,,,,73.20,,,47.51,,20.98,,,,,,,,,,35.03,,,,,,8.40,,,,,14.00,24.29,,,,,4.29,,,,,,5.02,,13.24,,,,,,,,,,,38.60,,,33.25,,,,,,,117.89
1559517685000,,,,,,,,,,2.81,,,,,,,4.07,,,,,,,,,28.90,,,22.32,,,,,,,,,,,,,,162.37,,35.97,6.35,,,,,,,,,,,,,,,,,,39.30,,,53.94,,8.77,,,,2.67,,,,,,57.51,,,,,,29.88,,,1.46,,8.01,47.60,,,,,4.52,,,,,,3.20,10.03,28.80,,,,,,,,,,,22.42,,,121.38,,,,,,,98.37
1559586560000,,,,,,,,,,3.92,,,,,,,30.65,,,,,3.82,,,,64.27,,,4.86,,,,,,,,,7.29,,,41.30,,741.88,,16.02,49.57,,,,,,,,,,,,,,,,34.36,,133.16,,,278.19,,,,,1.17,20.11,,,,,,110.63,,,,,,51.65,,,0.99,,40.03,149.70,,,,,0.84,,,,,,26.62,18.05,0.31,,,,,,,,,,,90.59,,,86.35,,13.28,,,,,449.04
1559653274000,,,,,,,,,,0.00,,,,,,,46.80,,,15.00,,,,,,,,,,,,,,,,,,11.47,,,54.29,,1930.27,,8.02,240.52,,,,,,,,,8.34,,,,,,,127.65,,188.40,,,286.48,,26.10,,,2.15,105.70,,,,,,291.73,,,,,,67.39,,,,,39.11,408.92,,,,,1.71,,,,11.89,,47.93,10.03,28.83,,,,,,,,,,,120.99,,,54.22,,6.83,,,,,435.57
1559721446000,,,,,,,,,,2.00,,,,,,,28.59,,,,,10.24,,,,,,,,4.24,,,,,,,,20.60,,,,,567.52,,16.03,114.37,,,,,,,141.53,,2.30,,,,,,,30.37,,114.38,,,109.98,,27.17,,,12.98,103.38,,,,0.00,,96.82,,,,,,49.27,,,2.82,,63.07,158.09,,,,,4.89,,,,0.29,,27.59,,136.62,,0.67,,,,,,,,,12.01,,101.06,2.75,,21.89,,,,,543.81
1559788436000,,,,,,,,,,,,,,,,,17.42,,,,,,,,,,,,,,,,,,,,,34.31,,,,,340.69,,23.99,37.57,,,,,,,,,,,,,,,,46.85,,74.51,,,84.99,,12.00,,,15.72,28.49,,,,0.10,,51.32,,,,,,22.55,,,1.22,,46.49,61.19,,,,,36.96,,,,1.21,,9.17,,53.72,,0.02,,,,,,,88.90,,26.12,,15.98,19.82,,22.12,,,,,125.11
1559855826000,,,,,,,,,,0.01,,,,,,,7.22,,,,,,,,,,,,,,,,,,,,,2.88,,,,,138.86,,16.03,65.34,,,,,,,,,1.10,,,,,,,52.49,,63.33,,,69.00,,,,,1.64,6.70,,,,,,11.44,,,,,,4.23,,,,,37.02,26.61,,,,,1.98,,,,2.88,,5.60,,50.32,,,,,,,,,78.00,,10.44,,,20.67,,7.99,,,,,200.37
1559923832000,,,,,,,,,,,,,,,,,29.24,,,5.54,,6.41,,,,,,,,,,,,,,,,4.02,,,,,81.45,,,84.71,,,,,,,136.09,,0.72,,,,,,,33.86,,59.71,,,4.50,,3.60,,,8.18,51.69,,,,,,60.37,,,,,,20.05,,,,,47.99,165.82,,,,,0.72,,,,,,14.35,,2.23,,,,,,,,,129.97,,9.00,,20.10,29.89,,10.26,,,,,248.18
1559991921000,,,,,,,,,,,,,,,,,34.55,,,5.20,,,,,,,,,,,,,,,,,,7.60,,,,,95.83,,30.05,5.32,,,,,,,,,2.47,,,,,,,38.24,,84.07,,,121.10,,25.40,,,1.59,54.20,,,,,,58.29,,,,,,7.97,,,3.93,,53.01,130.29,,,,,,,,,1.32,,1.00,,53.86,,,,,,,,,,,19.96,,,78.88,,15.14,,,,,543.34
1560059515000,,,,,,,,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,0.31,,,,,30.40,,10.02,24.66,,,,,,,,,0.81,,,,,,,28.33,,10.74,,,,,16.00,,,,23.55,,,,,,15.14,,,,,,15.47,,,,,22.99,8.02,,,,,1.14,,,,,,4.14,,0.00,,,,,,,,,,,3.88,,2.05,33.56,,12.51,,,,,70.86
1560127542000,,,,,,,,,,0.35,,,,,,,50.76,,,,,,,,,,,,,53.25,,,,,,,,13.02,,,,,197.92,,50.00,52.41,,,,,,,,,1.33,,,,,,,158.60,,34.74,,,19.43,,1.15,,,17.03,39.89,,,,,,41.99,,,,,,4.97,,,2.90,,57.04,44.80,,,,,6.32,,,,0.65,,2.00,,61.84,,,,,,,,,,,,,,39.43,,15.69,,,,,196.94
1560194172000,,,,,,,,,,1.00,,,,,,,25.89,,,,,,,,,,,,,,,,,,,,,35.46,,,,,169.82,,10.00,44.42,,,,,0.19,,,,1.01,,,,,,,89.11,,82.66,,,55.04,,,,,15.39,20.28,,,,,,48.19,,,,,,14.92,,,3.52,,55.05,13.75,,,,,1.15,,,,,,19.62,,4.10,,1.05,,,,,,,,,17.89,,,33.18,,50.66,,,,,334.15
1560262359000,,,,,,,,,,0.05,,34.29,,,,,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,53.13,,,36.30,,,,,,,,,1.48,,,,,,,26.82,,34.17,,,8.41,,19.03,,,0.82,4.81,,,,,,12.55,,,,,,6.46,,,1.43,,52.02,8.85,,,,,1.87,,,,0.39,,,,17.05,,,,,,,,,,,26.24,,39.44,0.92,,10.28,,,,,174.28
1560329676000,,,,,,,,,,,,,,,,,21.14,,,,,,,,,,,,,,,,,,,,,15.67,,,,,59.42,,,,,,,,,,,,4.43,,,,,,,101.46,,2.70,,,10.03,,8.52,,,,44.78,,,,0.25,,17.41,,,,,,,,,1.03,,46.05,43.22,,,,,6.40,,,,0.74,,1.40,,31.82,,,,,,,,,,,,,16.19,32.16,,3.06,,,,,171.13
1560397568000,,,,,,,,,,0.00,,,,,,,25.54,,,,,,,,,,,,,73.51,,,,,,,,22.22,,,,,216.92,,,37.52,,,,,,,,,,,,,,,,134.93,,34.08,,,129.31,,7.30,,,5.84,7.70,,,,0.10,,115.85,,,,,,23.22,,,4.32,,31.05,104.86,,,,,1.93,,,,0.41,,8.20,,40.42,,,,,,,,,,,65.59,,,163.90,,26.29,,,,,507.04
1560464402000,,,,,,,,2.77,,0.02,,,,,,,5.31,,,,,,,,,,,,,,,,,,,,,5.09,,,,,142.19,,,10.78,,,,,,,,,,,,,,,,96.59,,63.30,,,101.54,,1.05,,,6.06,8.30,,,,0.04,,42.55,,,,,,,,,3.17,,18.02,14.84,,,,,1.22,,,,2.88,,,,29.57,,0.04,,,,,,,,,11.87,,,0.09,,2.04,,,,,282.01
1560531936000,,,,,,,,,,1.02,,,,,,,21.73,,,,,,,,,,,,,21.80,,,,,,,,2.33,,,,,382.98,,,,,,,,,,,,4.37,,,,,,,226.16,,168.28,,,58.37,,11.77,,,5.69,33.71,,,,0.08,,58.28,,,,,,3.87,,,,,46.22,87.38,,,,,3.15,,0.46,,0.24,,1.00,,71.29,,,,,,,,,,,35.82,,,24.10,,,,,,,418.44
1560599838000,,,,,,,,,,,,,,,,,26.27,,,,,,,,,,,,,,,,,,,,,4.37,,,,,46.98,,,,,,,,,,,,,,,,,,,54.42,,15.61,,,9.50,,5.00,,,3.58,21.66,,,,,,61.34,,,,,,18.16,,,1.49,,18.00,15.06,,,,,0.66,,0.27,,0.95,,3.91,,52.90,,,,,,,,,,,20.78,,48.75,99.60,,7.50,,,,,240.88
1560668105000,,,,,,,,,,,,,,,,,17.40,,,,,,,,,,,,22.43,,,,,,,,,3.67,,,17.66,,2384.61,3.20,,304.86,,,,,,,,,,,,,,,,130.63,,341.08,,,603.90,,6.03,,,17.57,26.54,,,,,,368.78,,,,,,65.74,,,2.66,,,683.02,,,,,2.19,,0.39,,5.87,,3.00,,20.61,,,,,,,,,36.83,,107.05,,2.41,3.75,,8.96,,,,,576.45
1560734814000,,,,,,,,,,,,,,,,,30.68,,,,,,,,,,,,,55.56,,,,,,,,5.21,,,,,402.69,3.38,,192.94,,,,,,,,,3.06,,,,,,,168.23,,76.49,,,64.01,,30.05,,,8.71,8.12,,,,0.02,,114.32,,,,,,7.36,,,1.45,,,55.40,,,,,3.78,,0.72,,0.35,,24.49,,8.03,,,,,,,,,,,65.22,,42.88,81.08,,,,,,,244.62
1560802452000,,,,,,,,,,0.09,,,,,,,20.45,,,,,,,,,,,,81.65,18.12,,,,,,,,4.06,,,,,207.29,0.88,,81.81,,,,,,,,,5.10,,,,,,,11.18,,,,,17.50,,3.67,,,2.20,24.95,,,,,,62.51,,,,,,8.07,,,,,12.00,34.53,,,,,19.18,,0.82,,,,4.81,,23.06,,,,,,,,,,,65.12,,,30.50,,8.00,,,,,189.42
1560870679000,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,,,,,204.22,4.50,,13.30,,,,,,,,,0.76,,,,,,,10.35,,18.79,,,48.59,,6.95,,,4.37,37.17,,,,,,72.57,,,,,,6.37,,,,,20.03,112.80,,,,,3.84,,,,0.88,,,,31.40,,1.57,,,,,,,,,20.24,,0.47,24.00,,,,,,,257.51
1560937524000,,,,,,,,,,0.00,,,,,,,10.65,,,,,3.85,,,,,,,8.98,,,,,,,,,3.72,,,,,87.93,8.63,,113.81,,,,,,,,,1.12,,,,,,,,,73.17,,,46.16,,5.63,,,1.87,5.55,,,,,,103.06,,,,,,11.23,,,,,24.01,24.26,,,,,0.47,,0.81,,0.10,,10.00,,4.88,,,,,,,,,,,25.00,,4.53,35.15,,,,,,,329.50
1561005597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31,,,,,,,,,,,,,,82.73,,,34.44,,,,,,,,,1.88,,,,,,,56.57,,31.88,,,18.00,,1.35,,,3.56,5.59,,,,0.00,,38.73,,,,,,,,,,,18.03,12.52,,,,,2.55,,2.32,,,,3.01,,0.72,,0.02,,,,,,,,,44.90,,7.37,2.31,,,,,,,252.60
1561073016000,,,,,,,,,,,,,,,,,31.07,24.83,,,,,,,,,,,,,,,,,,,,0.11,,,,,247.61,,,,,,,,,,,,,,,,,,,149.29,,40.15,,,16.00,,26.68,,,7.94,36.44,,,,0.02,,47.72,,,,,,7.44,,,,,66.01,61.02,,,,,14.24,,0.76,,,,4.73,,32.98,,,,,,,,,,,22.28,,9.10,0.22,,,,,,,460.29
1561140851000,,,,,,,,,,0.00,,,,,,,90.13,53.29,,,,,,,,,,,,35.26,,,,140.00,,,,0.35,,,34.16,,1003.13,2.75,,78.14,,,,,,,,,3.93,,,,,,,146.40,,62.47,,,349.43,,26.73,,,14.26,41.46,,,,,,221.96,,,,,,10.92,,,,,61.82,87.65,,,,,37.41,,2.94,,14.30,,31.62,,4.37,,,,,,,,,,,82.25,,17.45,26.89,,,,,,,686.57
1561208281000,,,,,,,,,,0.53,,,,,,,51.81,89.77,,,,,,,,,,,,,,,,,,,,11.63,,,0.00,,177.85,,,28.36,,,,,,,,,3.43,,,,,,,7.73,,65.65,,,27.05,,5.25,,,16.31,10.12,,,,,,99.32,,,,,,11.16,,,,,8.00,74.98,,,,,56.73,,0.72,,,,15.31,,42.02,,1.94,,,,,,,,,72.76,,,61.17,,7.20,,,,,666.92
1561275287000,,,,,,,,,,2.81,,,,,,,66.94,72.77,,0.08,,,,,,,,,,,,,,,,,,1.99,,,0.00,,652.53,2.83,,255.62,,,,,,,,,3.03,,,,,,,159.51,,327.38,,,389.23,,15.26,,,22.78,60.96,,,,,,309.79,,,,,,21.00,,,,,,393.26,,,,,4.59,,5.48,,1.07,,36.60,,47.89,,2.12,,,,,,1271.52,,,146.88,,,28.66,,45.01,,,,,521.76
1561342449000,,,,,,,,,,,,,,,,,9.54,57.19,,,,,,,,,,,21.16,,,,,,,,,,,,15.79,,368.85,6.09,,76.81,,,,,,,,,41.68,,,,,,,13.89,,75.98,,,55.07,,6.00,,,13.11,35.92,,,,,,75.14,,,,,,87.45,,,,,7.00,22.61,,,,,31.61,,7.80,,0.36,,25.31,,68.01,,,,,,,,,,,110.60,,6.47,14.61,,,,,,,228.54
1561409629000,,,,,,,,,,0.00,,,,,,,28.93,14.83,,,,,,,,,,,,,,,,,,,,0.02,,,,,73.22,,,,,,,,,,,,2.60,,,,,,,95.80,,1.13,,,16.03,,13.02,,,6.40,1.67,,,,0.12,,27.23,,,,,,6.53,,,,,,2.75,,,,,1.37,,1.65,,0.20,,15.79,,5.26,,,,,,,,,,,10.68,,,1.57,,,,,,,148.67
1561476955000,,,,,,,,,,0.29,,,,,,,29.64,14.98,,,,,,,,,,,,,,,,,,,,3.19,,,15.96,,320.59,4.36,,8.32,,,,,,,,,2.50,,,,,,,191.91,,14.60,,,50.37,,99.98,,,5.18,0.39,,,,0.03,,44.86,,,,,,54.52,,,,,,52.75,,,,,2.56,,,,2.44,,10.89,,15.39,,0.30,,,,,,,,,48.06,,77.22,0.78,,,,,,,289.22
1561543836000,,,,,,,,,,11.84,,,,,,,9.82,120.32,,,,,,,,,,,,,,,,,,,,1.45,,,6.07,,414.31,3.42,,,,,,,,,,,5.22,,,,,,,87.10,,22.45,,,92.29,,40.12,,,46.01,3.91,,,,0.02,,184.71,,,,,,,,,,,,63.90,,,,,19.49,,2.76,,3.43,,27.09,,15.24,,,,,,,,,19.00,,131.42,,111.67,47.74,,10.47,,,,,388.48
1561611356000,,,,,,,,,,19.43,,,,,,,35.85,159.14,,,,,,,,,,,,,,,,,,,,2.66,,,66.38,,1253.64,7.38,,346.08,,,,,,,,,28.06,,,,,,,,,155.15,,,365.47,,18.02,,,34.55,18.33,,,,0.52,,298.16,,,,,,,,,,,136.95,352.26,,,,,88.65,,12.10,,1.28,,171.93,,21.33,,6.17,,,,,,,,,311.90,,96.04,59.51,,,,,,,992.42
1561679479000,,,,,,,,7.21,,29.96,,,,,,,100.42,339.74,,,,,,,,,,,1.00,35.30,,,,10.00,,,,20.53,,,7.10,,1125.36,36.77,,302.16,,,,,,,,,5.17,,,,,,,339.82,,138.91,,,136.37,,31.00,,,38.26,141.60,,,,0.29,,,,,,,,,,,,,177.02,193.81,,,,,4.91,,17.89,,1.14,,207.38,,107.08,,0.09,,,,,,,,,233.95,,20.61,22.61,,,235.19,,,,1016.54
1561747149000,,,,,,,,,,1.95,,,,,,,10.66,12.47,,,,,,,,,,,76.80,,,,,14.91,,,,0.10,,,,,321.93,9.41,,42.38,,,,,,,,,33.74,,,,,,,61.80,,70.29,,,33.03,,38.81,,,24.86,19.65,,,,0.48,,,,,,,,,,,,,34.92,153.41,,,,,2.83,,,,1.15,,36.88,,45.71,,,,,,,,,,,124.93,,,,,5.00,84.50,,,,481.03
1561814305000,,,,,,,,,,,,,,,,,24.03,77.00,,,,,,,,,,,17.01,,,,,,,,,0.00,,,,,424.74,1.88,,109.99,,,,,,,,,2.00,,,,,,,,,1.82,,,91.97,,6.94,,,13.41,45.46,,,,0.27,,,,,,,,,,,,,34.92,34.26,,,,,0.57,,9.50,,4.46,,51.73,,50.05,,,,,,,,,,,120.97,,33.68,9.30,,,57.01,,,,205.42
1561881035000,,,,,,,,,,,,,,,,,9.78,114.05,,,,,,,,,,,,,,,,,,,,,,,,,346.66,4.60,,130.70,,,,,,,,,1.16,,,,,,,,,25.58,,,43.00,0.01,4.06,,,14.54,50.66,,,,0.01,,,,,,,,,,,,,25.98,57.27,,,,,,,2.55,,69.84,,25.25,,47.79,,2.90,,,,,,,,,19.96,,19.58,,,5.48,52.85,,,,308.27
1561948615000,,,,,,,,,,9.42,,,,,,,,77.19,,,,,,,,,,,,,,,,,,,,,,,,,369.25,24.29,,35.25,,,,,,,,,2.62,,,,,,,15.38,,44.79,,,38.52,,26.90,,,14.83,63.49,,,,,,,,,,,,,,,6.58,,22.97,28.40,,,,,14.71,,2.74,,6.12,,6.11,,31.83,,4.50,,,,,,,,,54.20,,52.90,19.01,,9.32,197.83,,,,326.91
